sg_window,sg_poly,prominence,distance,n_peaks,score,mean_prominence,tp,fp,fn,precision,recall,f1,mae,tol_abs,peaks_diff
81,3,0.09,15,75,0.4660194174757282,20.476967687325104,24,51,4,0.32,0.8571428571428571,0.4660194174757282,3.7083333333333335,15,47
51,2,0.12,20,88,0.4655172413793104,23.168151707422286,27,61,1,0.3068181818181818,0.9642857142857143,0.4655172413793104,3.5555555555555554,15,60
101,3,0.09,10,76,0.46153846153846156,17.58478885027328,24,52,4,0.3157894736842105,0.8571428571428571,0.46153846153846156,3.4583333333333335,15,48
51,3,0.12,20,89,0.46153846153846156,23.029085244999326,27,62,1,0.30337078651685395,0.9642857142857143,0.46153846153846156,3.5555555555555554,15,61
101,2,0.09,10,76,0.46153846153846156,17.398285372606452,24,52,4,0.3157894736842105,0.8571428571428571,0.46153846153846156,3.7916666666666665,15,48
81,2,0.07,15,76,0.46153846153846156,20.165091672254707,24,52,4,0.3157894736842105,0.8571428571428571,0.46153846153846156,4.041666666666667,15,48
101,3,0.05,15,72,0.45999999999999996,18.520571975545785,23,49,5,0.3194444444444444,0.8214285714285714,0.45999999999999996,3.9130434782608696,15,44
101,2,0.05,15,72,0.45999999999999996,18.321321271025187,23,49,5,0.3194444444444444,0.8214285714285714,0.45999999999999996,4.260869565217392,15,44
61,2,0.07,20,90,0.45762711864406774,20.49333984461032,27,63,1,0.3,0.9642857142857143,0.45762711864406774,2.8518518518518516,15,62
61,3,0.07,20,90,0.45762711864406774,20.54523160686189,27,63,1,0.3,0.9642857142857143,0.45762711864406774,2.8518518518518516,15,62
81,2,0.05,15,82,0.4545454545454546,18.69405261549339,25,57,3,0.3048780487804878,0.8928571428571429,0.4545454545454546,3.88,15,54
61,2,0.05,20,91,0.45378151260504207,20.26872041050597,27,64,1,0.2967032967032967,0.9642857142857143,0.45378151260504207,2.8518518518518516,15,63
61,3,0.05,20,91,0.45378151260504207,20.32004193361192,27,64,1,0.2967032967032967,0.9642857142857143,0.45378151260504207,2.8518518518518516,15,63
51,2,0.07,20,91,0.45378151260504207,22.40802211872505,27,64,1,0.2967032967032967,0.9642857142857143,0.45378151260504207,3.5555555555555554,15,63
51,2,0.09,20,91,0.45378151260504207,22.40802211872505,27,64,1,0.2967032967032967,0.9642857142857143,0.45378151260504207,3.5555555555555554,15,63
81,3,0.07,15,78,0.45283018867924535,19.69234189164499,24,54,4,0.3076923076923077,0.8571428571428571,0.45283018867924535,3.7083333333333335,15,50
51,3,0.07,20,92,0.45,22.281752710388677,27,65,1,0.29347826086956524,0.9642857142857143,0.45,3.5555555555555554,15,64
51,3,0.09,20,92,0.45,22.281752710388677,27,65,1,0.29347826086956524,0.9642857142857143,0.45,3.5555555555555554,15,64
61,2,0.09,20,88,0.4482758620689656,20.957193345453756,26,62,2,0.29545454545454547,0.9285714285714286,0.4482758620689656,2.769230769230769,15,60
61,3,0.09,20,88,0.4482758620689656,21.010264465938317,26,62,2,0.29545454545454547,0.9285714285714286,0.4482758620689656,2.769230769230769,15,60
81,3,0.05,15,84,0.4464285714285715,18.290095415802494,25,59,3,0.2976190476190476,0.8928571428571429,0.4464285714285715,3.56,15,56
61,2,0.03,20,93,0.4462809917355372,19.83370044686977,27,66,1,0.2903225806451613,0.9642857142857143,0.4462809917355372,2.8518518518518516,15,65
61,3,0.03,20,94,0.4426229508196721,19.672822727584876,27,67,1,0.2872340425531915,0.9642857142857143,0.4426229508196721,2.8518518518518516,15,66
51,2,0.05,20,94,0.4426229508196721,21.69468377707806,27,67,1,0.2872340425531915,0.9642857142857143,0.4426229508196721,3.5555555555555554,15,66
51,3,0.05,20,95,0.4390243902439024,21.5799106483907,27,68,1,0.28421052631578947,0.9642857142857143,0.4390243902439024,3.5555555555555554,15,67
41,2,0.12,20,101,0.434108527131783,22.91514247983135,28,73,0,0.27722772277227725,1.0,0.434108527131783,2.607142857142857,15,73
41,3,0.12,20,101,0.434108527131783,22.95461632099963,28,73,0,0.27722772277227725,1.0,0.434108527131783,2.607142857142857,15,73
81,2,0.03,15,88,0.4310344827586207,17.42218297120467,25,63,3,0.2840909090909091,0.8928571428571429,0.4310344827586207,3.88,15,60
81,2,0.12,10,93,0.42975206611570244,16.551426404999013,26,67,2,0.27956989247311825,0.9285714285714286,0.42975206611570244,3.923076923076923,15,65
101,3,0.07,10,84,0.42857142857142855,15.91758295697352,24,60,4,0.2857142857142857,0.8571428571428571,0.42857142857142855,3.4583333333333335,15,56
101,2,0.07,10,84,0.42857142857142855,15.748841715274958,24,60,4,0.2857142857142857,0.8571428571428571,0.42857142857142855,3.7916666666666665,15,56
51,2,0.03,20,98,0.4285714285714285,20.81074380724939,27,71,1,0.2755102040816326,0.9642857142857143,0.4285714285714285,3.5555555555555554,15,70
81,3,0.12,10,94,0.42622950819672134,16.410083127840604,26,68,2,0.2765957446808511,0.9285714285714286,0.42622950819672134,4.0,15,66
101,3,0.03,15,80,0.42592592592592593,16.672478628541505,23,57,5,0.2875,0.8214285714285714,0.42592592592592593,3.9130434782608696,15,52
101,2,0.03,15,80,0.42592592592592593,16.493152994472972,23,57,5,0.2875,0.8214285714285714,0.42592592592592593,4.260869565217392,15,52
51,3,0.03,20,99,0.4251968503937008,20.709536663254738,27,72,1,0.2727272727272727,0.9642857142857143,0.4251968503937008,3.5555555555555554,15,71
31,2,0.12,20,104,0.42424242424242425,25.97228571819607,28,76,0,0.2692307692307692,1.0,0.42424242424242425,2.25,15,76
31,3,0.12,20,104,0.42424242424242425,26.021832911312377,28,76,0,0.2692307692307692,1.0,0.42424242424242425,2.25,15,76
41,2,0.09,20,104,0.42424242424242425,22.25724597719736,28,76,0,0.2692307692307692,1.0,0.42424242424242425,2.607142857142857,15,76
41,3,0.09,20,104,0.42424242424242425,22.295581149870408,28,76,0,0.2692307692307692,1.0,0.42424242424242425,2.607142857142857,15,76
81,3,0.03,15,90,0.42372881355932207,17.073420021366257,25,65,3,0.2777777777777778,0.8928571428571429,0.42372881355932207,3.56,15,62
31,2,0.09,20,105,0.4210526315789474,25.72588571733057,28,77,0,0.26666666666666666,1.0,0.4210526315789474,2.25,15,77
31,3,0.09,20,105,0.4210526315789474,25.774961032417195,28,77,0,0.26666666666666666,1.0,0.4210526315789474,2.25,15,77
41,2,0.05,20,106,0.41791044776119407,21.83884818665861,28,78,0,0.2641509433962264,1.0,0.41791044776119407,2.607142857142857,15,78
41,2,0.07,20,106,0.41791044776119407,21.83884818665861,28,78,0,0.2641509433962264,1.0,0.41791044776119407,2.607142857142857,15,78
41,3,0.05,20,106,0.41791044776119407,21.876460054186882,28,78,0,0.2641509433962264,1.0,0.41791044776119407,2.607142857142857,15,78
41,3,0.07,20,106,0.41791044776119407,21.876460054186882,28,78,0,0.2641509433962264,1.0,0.41791044776119407,2.607142857142857,15,78
31,2,0.07,20,107,0.41481481481481475,25.246609385169535,28,79,0,0.2616822429906542,1.0,0.41481481481481475,2.25,15,79
31,3,0.07,20,107,0.41481481481481475,25.29476740464707,28,79,0,0.2616822429906542,1.0,0.41481481481481475,2.25,15,79
41,2,0.03,20,107,0.41481481481481475,21.635040597793445,28,79,0,0.2616822429906542,1.0,0.41481481481481475,2.607142857142857,15,79
41,3,0.03,20,107,0.41481481481481475,21.672300952541082,28,79,0,0.2616822429906542,1.0,0.41481481481481475,2.607142857142857,15,79
81,2,0.09,10,99,0.4094488188976378,15.554417080265237,26,73,2,0.26262626262626265,0.9285714285714286,0.4094488188976378,3.923076923076923,15,71
31,2,0.03,20,109,0.40875912408759124,24.784466216927314,28,81,0,0.25688073394495414,1.0,0.40875912408759124,2.25,15,81
31,2,0.05,20,109,0.40875912408759124,24.784466216927314,28,81,0,0.25688073394495414,1.0,0.40875912408759124,2.25,15,81
31,3,0.03,20,109,0.40875912408759124,24.831740603019938,28,81,0,0.25688073394495414,1.0,0.40875912408759124,2.25,15,81
31,3,0.05,20,109,0.40875912408759124,24.831740603019938,28,81,0,0.25688073394495414,1.0,0.40875912408759124,2.25,15,81
101,2,0.05,10,90,0.4067796610169491,14.702923260182752,24,66,4,0.26666666666666666,0.8571428571428571,0.4067796610169491,3.75,15,62
81,3,0.09,10,100,0.40625,15.43152449298367,26,74,2,0.26,0.9285714285714286,0.40625,4.0,15,72
101,3,0.05,10,91,0.4033613445378151,14.697868400776489,24,67,4,0.26373626373626374,0.8571428571428571,0.4033613445378151,3.4166666666666665,15,63
21,2,0.12,20,112,0.4,29.18956487587419,28,84,0,0.25,1.0,0.4,1.5714285714285714,15,84
21,3,0.12,20,112,0.4,29.318092935848878,28,84,0,0.25,1.0,0.4,1.5714285714285714,15,84
61,2,0.12,15,92,0.4,20.10182694978948,24,68,4,0.2608695652173913,0.8571428571428571,0.4,3.0,15,64
51,2,0.12,15,107,0.39999999999999997,19.135289936085446,27,80,1,0.2523364485981308,0.9642857142857143,0.39999999999999997,2.814814814814815,15,79
51,3,0.12,15,108,0.39705882352941174,19.059710155638665,27,81,1,0.25,0.9642857142857143,0.39705882352941174,2.814814814814815,15,80
61,2,0.07,15,103,0.3969465648854961,17.965278643252795,26,77,2,0.2524271844660194,0.9285714285714286,0.3969465648854961,3.1923076923076925,15,75
61,3,0.12,15,93,0.39669421487603307,19.93944088443571,24,69,4,0.25806451612903225,0.8571428571428571,0.39669421487603307,3.0,15,65
21,2,0.07,20,114,0.3943661971830986,28.679343973873713,28,86,0,0.24561403508771928,1.0,0.3943661971830986,1.5714285714285714,15,86
21,2,0.09,20,114,0.3943661971830986,28.679343973873713,28,86,0,0.24561403508771928,1.0,0.3943661971830986,1.5714285714285714,15,86
21,3,0.07,20,114,0.3943661971830986,28.805617155603237,28,86,0,0.24561403508771928,1.0,0.3943661971830986,1.5714285714285714,15,86
21,3,0.09,20,114,0.3943661971830986,28.805617155603237,28,86,0,0.24561403508771928,1.0,0.3943661971830986,1.5714285714285714,15,86
61,3,0.07,15,104,0.3939393939393939,17.840611760835834,26,78,2,0.25,0.9285714285714286,0.3939393939393939,3.1923076923076925,15,76
81,2,0.07,10,104,0.3939393939393939,14.810400801990228,26,78,2,0.25,0.9285714285714286,0.3939393939393939,3.923076923076923,15,76
61,2,0.09,15,99,0.3937007874015748,18.68788500500367,25,74,3,0.25252525252525254,0.8928571428571429,0.3937007874015748,3.12,15,71
21,2,0.05,20,115,0.39160839160839167,28.4305162285257,28,87,0,0.24347826086956523,1.0,0.39160839160839167,1.5714285714285714,15,87
21,3,0.05,20,115,0.39160839160839167,28.555691382588016,28,87,0,0.24347826086956523,1.0,0.39160839160839167,1.5714285714285714,15,87
61,2,0.05,15,110,0.391304347826087,16.825751247332672,27,83,1,0.24545454545454545,0.9642857142857143,0.391304347826087,3.4444444444444446,15,82
81,3,0.07,10,105,0.3909774436090226,14.70044611199136,26,79,2,0.24761904761904763,0.9285714285714286,0.3909774436090226,4.0,15,77
61,3,0.09,15,100,0.39062500000000006,18.55100538367252,25,75,3,0.25,0.8928571428571429,0.39062500000000006,3.12,15,72
21,2,0.03,20,116,0.3888888888888889,28.18569471574699,28,88,0,0.2413793103448276,1.0,0.3888888888888889,1.5714285714285714,15,88
21,3,0.03,20,116,0.3888888888888889,28.309790773653592,28,88,0,0.2413793103448276,1.0,0.3888888888888889,1.5714285714285714,15,88
61,3,0.05,15,111,0.3884892086330935,16.719212252959306,27,84,1,0.24324324324324326,0.9642857142857143,0.3884892086330935,3.4444444444444446,15,83
61,2,0.03,15,113,0.3829787234042553,16.380159273589356,27,86,1,0.23893805309734514,0.9642857142857143,0.3829787234042553,3.4444444444444446,15,85
51,2,0.09,15,114,0.38028169014084506,17.966714014949794,27,87,1,0.23684210526315788,0.9642857142857143,0.38028169014084506,2.814814814814815,15,86
61,3,0.03,15,114,0.38028169014084506,16.28033263848672,27,87,1,0.23684210526315788,0.9642857142857143,0.38028169014084506,3.4444444444444446,15,86
41,2,0.12,15,120,0.37837837837837834,19.394506453827706,28,92,0,0.23333333333333334,1.0,0.37837837837837834,3.1785714285714284,15,92
41,3,0.12,15,120,0.37837837837837834,19.427730270144348,28,92,0,0.23333333333333334,1.0,0.37837837837837834,3.1785714285714284,15,92
51,3,0.09,15,115,0.3776223776223776,17.905896272627036,27,88,1,0.23478260869565218,0.9642857142857143,0.3776223776223776,2.814814814814815,15,87
31,2,0.12,15,122,0.37333333333333335,22.28891171830785,28,94,0,0.22950819672131148,1.0,0.37333333333333335,1.7857142857142858,15,94
31,3,0.12,15,122,0.37333333333333335,22.331148669816834,28,94,0,0.22950819672131148,1.0,0.37333333333333335,1.7857142857142858,15,94
101,2,0.03,10,101,0.372093023255814,13.106306403925819,24,77,4,0.2376237623762376,0.8571428571428571,0.372093023255814,3.625,15,73
51,2,0.07,15,118,0.36986301369863017,17.360363418180256,27,91,1,0.2288135593220339,0.9642857142857143,0.36986301369863017,2.814814814814815,15,90
101,3,0.03,10,102,0.36923076923076925,13.117449782850203,24,78,4,0.23529411764705882,0.8571428571428571,0.36923076923076925,3.2916666666666665,15,74
81,2,0.05,10,113,0.36879432624113473,13.635589387181428,26,87,2,0.23008849557522124,0.9285714285714286,0.36879432624113473,3.5,15,85
51,2,0.05,15,119,0.3673469387755102,17.21503159004772,27,92,1,0.226890756302521,0.9642857142857143,0.3673469387755102,2.814814814814815,15,91
51,3,0.07,15,119,0.3673469387755102,17.306685352883218,27,92,1,0.226890756302521,0.9642857142857143,0.3673469387755102,2.814814814814815,15,91
81,3,0.05,10,114,0.3661971830985915,13.544620693891314,26,88,2,0.22807017543859648,0.9285714285714286,0.3661971830985915,3.576923076923077,15,86
51,3,0.05,15,120,0.36486486486486486,17.16301194052926,27,93,1,0.225,0.9642857142857143,0.36486486486486486,2.814814814814815,15,92
31,2,0.09,15,126,0.3636363636363636,21.58461980573125,28,98,0,0.2222222222222222,1.0,0.3636363636363636,1.7857142857142858,15,98
31,3,0.09,15,126,0.3636363636363636,21.625515901636774,28,98,0,0.2222222222222222,1.0,0.3636363636363636,1.7857142857142858,15,98
41,2,0.09,15,126,0.3636363636363636,18.475977910800328,28,98,0,0.2222222222222222,1.0,0.3636363636363636,3.1785714285714284,15,98
41,3,0.09,15,126,0.3636363636363636,18.507619640625702,28,98,0,0.2222222222222222,1.0,0.3636363636363636,3.1785714285714284,15,98
41,2,0.07,15,127,0.36129032258064514,18.33115503593084,28,99,0,0.2204724409448819,1.0,0.36129032258064514,3.1785714285714284,15,99
41,3,0.07,15,127,0.36129032258064514,18.362547618277276,28,99,0,0.2204724409448819,1.0,0.36129032258064514,3.1785714285714284,15,99
51,2,0.03,15,123,0.3576158940397351,16.656547990602828,27,96,1,0.21951219512195122,0.9642857142857143,0.3576158940397351,2.814814814814815,15,95
31,2,0.07,15,129,0.356687898089172,21.084512760845442,28,101,0,0.21705426356589147,1.0,0.356687898089172,1.7857142857142858,15,101
31,3,0.07,15,129,0.356687898089172,21.124457784753165,28,101,0,0.21705426356589147,1.0,0.356687898089172,1.7857142857142858,15,101
51,3,0.03,15,124,0.35526315789473684,16.610710294290165,27,97,1,0.21774193548387097,0.9642857142857143,0.35526315789473684,2.814814814814815,15,96
41,2,0.05,15,130,0.35443037974683544,17.909493574219283,28,102,0,0.2153846153846154,1.0,0.35443037974683544,3.1785714285714284,15,102
41,3,0.05,15,130,0.35443037974683544,17.940161712357728,28,102,0,0.2153846153846154,1.0,0.35443037974683544,3.1785714285714284,15,102
61,2,0.12,10,120,0.35135135135135137,15.471321908184946,26,94,2,0.21666666666666667,0.9285714285714286,0.35135135135135137,2.5384615384615383,15,92
81,2,0.03,10,120,0.35135135135135137,12.842293124724467,26,94,2,0.21666666666666667,0.9285714285714286,0.35135135135135137,3.5,15,92
31,2,0.05,15,132,0.35,20.606793518820407,28,104,0,0.21212121212121213,1.0,0.35,1.7857142857142858,15,104
31,3,0.05,15,132,0.35,20.64583070127568,28,104,0,0.21212121212121213,1.0,0.35,1.7857142857142858,15,104
61,3,0.12,10,121,0.3489932885906041,15.384781420281675,26,95,2,0.21487603305785125,0.9285714285714286,0.3489932885906041,2.5384615384615383,15,93
81,3,0.03,10,121,0.3489932885906041,12.763143250570618,26,95,2,0.21487603305785125,0.9285714285714286,0.3489932885906041,3.576923076923077,15,93
31,2,0.03,15,133,0.34782608695652173,20.452134428850005,28,105,0,0.21052631578947367,1.0,0.34782608695652173,1.7857142857142858,15,105
31,3,0.03,15,133,0.34782608695652173,20.490878098655237,28,105,0,0.21052631578947367,1.0,0.34782608695652173,1.7857142857142858,15,105
41,2,0.03,15,133,0.34782608695652173,17.506348020614997,28,105,0,0.21052631578947367,1.0,0.34782608695652173,3.1785714285714284,15,105
41,3,0.03,15,133,0.34782608695652173,17.53632439623903,28,105,0,0.21052631578947367,1.0,0.34782608695652173,3.1785714285714284,15,105
21,2,0.09,15,137,0.3393939393939394,24.22611894003262,28,109,0,0.20437956204379562,1.0,0.3393939393939394,1.7857142857142858,15,109
21,3,0.09,15,138,0.3373493975903615,24.161211266832485,28,110,0,0.2028985507246377,1.0,0.3373493975903615,1.7857142857142858,15,110
21,2,0.07,15,139,0.33532934131736525,23.87867926839717,28,111,0,0.2014388489208633,1.0,0.33532934131736525,1.7857142857142858,15,111
21,2,0.05,15,140,0.33333333333333337,23.708528094426818,28,112,0,0.2,1.0,0.33333333333333337,1.7857142857142858,15,112
21,3,0.07,15,140,0.33333333333333337,23.81718055961157,28,112,0,0.2,1.0,0.33333333333333337,1.7857142857142858,15,112
61,2,0.09,10,128,0.3333333333333333,14.510975730906473,26,102,2,0.203125,0.9285714285714286,0.3333333333333333,2.5384615384615383,15,100
21,2,0.03,15,141,0.3313609467455621,23.54060392883653,28,113,0,0.19858156028368795,1.0,0.3313609467455621,1.7857142857142858,15,113
21,3,0.05,15,141,0.3313609467455621,23.64867229261112,28,113,0,0.19858156028368795,1.0,0.3313609467455621,1.7857142857142858,15,113
21,2,0.12,15,135,0.3312883435582822,24.58338526119258,27,108,1,0.2,0.9642857142857143,0.3312883435582822,1.7407407407407407,15,107
61,3,0.09,10,129,0.33121019108280253,14.437246638976104,26,103,2,0.20155038759689922,0.9285714285714286,0.33121019108280253,2.5384615384615383,15,101
21,3,0.03,15,142,0.32941176470588235,23.48235221129833,28,114,0,0.19718309859154928,1.0,0.32941176470588235,1.7857142857142858,15,114
21,3,0.12,15,136,0.3292682926829268,24.51489610514273,27,109,1,0.19852941176470587,0.9642857142857143,0.3292682926829268,1.7407407407407407,15,108
61,2,0.07,10,136,0.3292682926829268,13.662184803103033,27,109,1,0.19852941176470587,0.9642857142857143,0.3292682926829268,2.6296296296296298,15,108
51,2,0.12,10,137,0.3272727272727273,15.031131743162875,27,110,1,0.19708029197080293,0.9642857142857143,0.3272727272727273,2.259259259259259,15,109
61,3,0.07,10,137,0.3272727272727273,13.598956613824097,27,110,1,0.19708029197080293,0.9642857142857143,0.3272727272727273,2.6296296296296298,15,109
51,3,0.12,10,138,0.3253012048192771,15.001722626530043,27,111,1,0.1956521739130435,0.9642857142857143,0.3253012048192771,2.259259259259259,15,110
61,2,0.05,10,142,0.3176470588235294,13.087345728527529,27,115,1,0.19014084507042253,0.9642857142857143,0.3176470588235294,2.6296296296296298,15,114
61,3,0.05,10,143,0.3157894736842105,13.030790323935651,27,116,1,0.1888111888111888,0.9642857142857143,0.3157894736842105,2.6296296296296298,15,115
51,2,0.09,10,144,0.31395348837209297,14.305395814379134,27,117,1,0.1875,0.9642857142857143,0.31395348837209297,2.259259259259259,15,116
51,3,0.09,10,145,0.31213872832369943,14.282411523575364,27,118,1,0.18620689655172415,0.9642857142857143,0.31213872832369943,2.259259259259259,15,117
41,2,0.12,10,153,0.30939226519337015,15.341757462056464,28,125,0,0.1830065359477124,1.0,0.30939226519337015,2.4642857142857144,15,125
41,3,0.12,10,153,0.30939226519337015,15.367815357206771,28,125,0,0.1830065359477124,1.0,0.30939226519337015,2.4642857142857144,15,125
61,2,0.03,10,147,0.30857142857142855,12.643721767747019,27,120,1,0.1836734693877551,0.9642857142857143,0.30857142857142855,2.6296296296296298,15,119
51,2,0.07,10,148,0.3068181818181818,13.920882649645327,27,121,1,0.18243243243243243,0.9642857142857143,0.3068181818181818,2.259259259259259,15,120
61,3,0.03,10,148,0.3068181818181818,12.59207447791014,27,121,1,0.18243243243243243,0.9642857142857143,0.3068181818181818,2.6296296296296298,15,120
51,3,0.07,10,149,0.3050847457627119,13.90109601204927,27,122,1,0.18120805369127516,0.9642857142857143,0.3050847457627119,2.259259259259259,15,121
41,2,0.09,10,158,0.3010752688172043,14.859488728165973,28,130,0,0.17721518987341772,1.0,0.3010752688172043,2.4642857142857144,15,130
41,3,0.09,10,158,0.3010752688172043,14.884722006381143,28,130,0,0.17721518987341772,1.0,0.3010752688172043,2.4642857142857144,15,130
41,2,0.07,10,162,0.2947368421052632,14.494716234286333,28,134,0,0.1728395061728395,1.0,0.2947368421052632,2.4642857142857144,15,134
41,3,0.07,10,162,0.2947368421052632,14.519326468594958,28,134,0,0.1728395061728395,1.0,0.2947368421052632,2.4642857142857144,15,134
51,2,0.05,10,156,0.2934782608695652,13.210229492070944,27,129,1,0.17307692307692307,0.9642857142857143,0.2934782608695652,2.0,15,128
51,3,0.05,10,157,0.29189189189189185,13.195977544018467,27,130,1,0.17197452229299362,0.9642857142857143,0.29189189189189185,2.0,15,129
31,2,0.12,10,166,0.288659793814433,16.580218160395763,28,138,0,0.1686746987951807,1.0,0.288659793814433,1.4642857142857142,15,138
41,2,0.05,10,166,0.288659793814433,14.146769342480775,28,138,0,0.1686746987951807,1.0,0.288659793814433,2.392857142857143,15,138
41,3,0.05,10,166,0.288659793814433,14.170786559095212,28,138,0,0.1686746987951807,1.0,0.288659793814433,2.392857142857143,15,138
31,3,0.12,10,167,0.28717948717948716,16.514614653559867,28,139,0,0.16766467065868262,1.0,0.28717948717948716,1.4642857142857142,15,139
51,2,0.03,10,161,0.2857142857142857,12.801216939252717,27,134,1,0.16770186335403728,0.9642857142857143,0.2857142857142857,2.0,15,133
51,3,0.03,10,162,0.28421052631578947,12.78992963498469,27,135,1,0.16666666666666666,0.9642857142857143,0.28421052631578947,2.0,15,134
31,2,0.09,10,170,0.2828282828282828,16.19262111120609,28,142,0,0.16470588235294117,1.0,0.2828282828282828,1.4642857142857142,15,142
31,3,0.09,10,171,0.2814070351758794,16.130818838735898,28,143,0,0.16374269005847952,1.0,0.2814070351758794,1.4642857142857142,15,143
41,2,0.03,10,171,0.2814070351758794,13.734253536163665,28,143,0,0.16374269005847952,1.0,0.2814070351758794,2.3214285714285716,15,143
41,3,0.03,10,171,0.2814070351758794,13.757568494982362,28,143,0,0.16374269005847952,1.0,0.2814070351758794,2.3214285714285716,15,143
31,2,0.07,10,173,0.27860696517412936,15.913222015955919,28,145,0,0.16184971098265896,1.0,0.27860696517412936,1.4642857142857142,15,145
31,3,0.07,10,174,0.2772277227722772,15.854091041834348,28,146,0,0.16091954022988506,1.0,0.2772277227722772,1.4642857142857142,15,146
21,2,0.12,10,176,0.2745098039215686,19.045844884489153,28,148,0,0.1590909090909091,1.0,0.2745098039215686,1.8571428571428572,15,148
21,3,0.12,10,176,0.2745098039215686,19.129670197487027,28,148,0,0.1590909090909091,1.0,0.2745098039215686,1.8571428571428572,15,148
31,2,0.05,10,177,0.2731707317073171,15.554988164466748,28,149,0,0.15819209039548024,1.0,0.2731707317073171,1.4642857142857142,15,149
31,3,0.05,10,178,0.27184466019417475,15.49919852600796,28,150,0,0.15730337078651685,1.0,0.27184466019417475,1.4642857142857142,15,150
31,2,0.03,10,180,0.2692307692307693,15.2963960160582,28,152,0,0.15555555555555556,1.0,0.2692307692307693,1.4642857142857142,15,152
21,2,0.09,10,180,0.2692307692307693,18.625025265484016,28,152,0,0.15555555555555556,1.0,0.2692307692307693,1.8571428571428572,15,152
21,3,0.09,10,180,0.2692307692307693,18.706987793748606,28,152,0,0.15555555555555556,1.0,0.2692307692307693,1.8571428571428572,15,152
31,3,0.03,10,181,0.26794258373205737,15.242959753642422,28,153,0,0.15469613259668508,1.0,0.26794258373205737,1.4642857142857142,15,153
21,2,0.07,10,182,0.2666666666666667,18.421160171485226,28,154,0,0.15384615384615385,1.0,0.2666666666666667,1.8571428571428572,15,154
21,3,0.07,10,182,0.2666666666666667,18.50222201262603,28,154,0,0.15384615384615385,1.0,0.2666666666666667,1.8571428571428572,15,154
21,2,0.05,10,183,0.26540284360189575,18.320848658301436,28,155,0,0.15300546448087432,1.0,0.26540284360189575,1.8571428571428572,15,155
21,3,0.05,10,183,0.26540284360189575,18.401467538561693,28,155,0,0.15300546448087432,1.0,0.26540284360189575,1.8571428571428572,15,155
21,2,0.03,10,189,0.25806451612903225,17.740383432411996,28,161,0,0.14814814814814814,1.0,0.25806451612903225,1.8571428571428572,15,161
21,3,0.03,10,189,0.25806451612903225,17.818442983140176,28,161,0,0.14814814814814814,1.0,0.25806451612903225,1.8571428571428572,15,161
